COUNTRY,Item,Year,Value
United States of America,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,1
United States of America,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2016,1
Bosnia and Herzegovina,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,1
Estonia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,1
Estonia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,1
Hungary,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,1
Indonesia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,1
Luxembourg,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,1
Malta,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,1
Pakistan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,1
Sweden,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,1
Armenia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018,1
Croatia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2018,1
France,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018,1
Luxembourg,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018,1
France,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019,1
Norway,Prevalence of severe food insecurity in the total population (percent) (3-year average),2019,1
Singapore,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2019,1
Slovakia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019,1
Canada,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,1
Canada,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,1
France,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,1
Germany,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,1
Kyrgyzstan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,1
Kyrgyzstan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,1
Malta,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,1
Norway,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,1
Poland,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,1
Sri Lanka,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,1
Canada,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,1
Kyrgyzstan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,1
Latvia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,1
Poland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,1
Viet Nam,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,1
Estonia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,1
Germany,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,1
Kyrgyzstan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,1
Lithuania,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,1
Norway,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,1
United States of America,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,1
Portugal,Percentage of children under 5 years affected by wasting (percent),2016,1.1
Panama,Percentage of children under 5 years affected by wasting (percent),2019,1.1
Tonga,Percentage of children under 5 years affected by wasting (percent),2019,1.1
Rwanda,Percentage of children under 5 years affected by wasting (percent),2020,1.1
Austria,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,1.1
Germany,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,1.1
Israel,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,1.1
Norway,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,1.1
Pakistan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,1.1
Paraguay,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015,1.1
Slovakia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,1.1
Slovakia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,1.1
Spain,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,1.1
Spain,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015,1.1
Spain,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,1.1
United States of America,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,1.1
United States of America,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015,1.1
Austria,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016,1.1
Denmark,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,1.1
Hungary,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,1.1
Norway,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016,1.1
Singapore,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2016,1.1
Slovakia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2016,1.1
