Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,332,Haiti,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,332,Haiti,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,23.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,340,Honduras,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,340,Honduras,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,21.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,348,Hungary,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,348,Hungary,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,352,Iceland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,352,Iceland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,356,India,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,356,India,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,40.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,360,Indonesia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,13.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,360,Indonesia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,34.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,364,Iran (Islamic Republic of),6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,5.70,X,Figure from international organizations,
FS,Suite of Food Security Indicators,368,Iraq,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,368,Iraq,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,18.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,372,Ireland,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,372,Ireland,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,376,Israel,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,376,Israel,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,380,Italy,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,380,Italy,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,388,Jamaica,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,388,Jamaica,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,6.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,392,Japan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,392,Japan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,6.30,X,Figure from international organizations,
FS,Suite of Food Security Indicators,400,Jordan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,400,Jordan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,7.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,398,Kazakhstan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,398,Kazakhstan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,10.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,404,Kenya,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,404,Kenya,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,27.20,X,Figure from international organizations,
FS,Suite of Food Security Indicators,296,Kiribati,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,296,Kiribati,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,15.90,X,Figure from international organizations,
FS,Suite of Food Security Indicators,414,Kuwait,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,2.80,X,Figure from international organizations,
FS,Suite of Food Security Indicators,414,Kuwait,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,5.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,417,Kyrgyzstan,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,417,Kyrgyzstan,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,15.10,X,Figure from international organizations,
FS,Suite of Food Security Indicators,418,Lao People's Democratic Republic,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,418,Lao People's Democratic Republic,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,39.00,X,Figure from international organizations,
FS,Suite of Food Security Indicators,428,Latvia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,428,Latvia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,2.40,X,Figure from international organizations,
FS,Suite of Food Security Indicators,422,Lebanon,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,422,Lebanon,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,10.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,426,Lesotho,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,,X,Figure from international organizations,
FS,Suite of Food Security Indicators,426,Lesotho,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,36.50,X,Figure from international organizations,
FS,Suite of Food Security Indicators,430,Liberia,6121,Value,21026,Percentage of children under 5 years affected by wasting (percent),2013,2013,2013,%,5.60,X,Figure from international organizations,
FS,Suite of Food Security Indicators,430,Liberia,6121,Value,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2013,2013,2013,%,34.00,X,Figure from international organizations,
